source_json,image_index,product_index,detected_product_type,rubrique,categorie,famille,description,colors,price_box_regions,logo_regions,warnings,reference,name,size,price,confidence_reference,confidence_price
PHOTO-2026-06-08-16-25-52 3.json,1,1,Vase décoratif en verre coloré avec ornementation dorée,Décoration,Objets décoratifs,,"Vase décoratif en verre de couleur rouge foncé avec une finition brillante, orné de motifs dorés élaborés qui apportent une touche d'élégance et de luxe à toute décoration intérieure. Idéal pour mettre en valeur des fleurs ou comme pièce centrale dans un salon ou une entrée, ce vase combine esthétique et fonctionnalité pour enrichir l'ambiance de votre espace de vie au Maroc.","[""Rouge"",""Orange""]",[],[],[],,,,790.0,0.0,0.0
PHOTO-2026-06-08-16-25-52.json,1,1,Vase en verre coloré avec décor foncé,Décoration,,,"Vase décoratif en verre teinté jaune avec un motif ornemental noir élaboré. Sa forme conique avec un fond rond en fait un objet élégant, idéal pour mettre en valeur des fleurs ou comme pièce centrale dans un intérieur marocain contemporain. Son design artistique et sa finition brillante apportent une touche sophistiquée à votre décoration intérieure.","[""Jaune"",""Noir""]","[{""x_min"":0.8,""y_min"":0.04,""x_max"":0.88,""y_max"":0.14,""confidence"":0.95},{""x_min"":0.7,""y_min"":0.02,""x_max"":0.78,""y_max"":0.12,""confidence"":0.9}]",[],[],,,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-53 2.json,1,1,Vase décoratif,Décoration,Vases,Vases décoratifs en verre,"Vase décoratif en verre bleu foncé orné de motifs dorés élaborés, idéal pour sublimer votre décoration intérieure. Sa forme élégante et son design sophistiqué en font une pièce maîtresse dans un salon, une salle à manger ou une entrée. Ce vase peut accueillir des fleurs ou être utilisé comme objet de décoration seul, apportant une touche de luxe et de coloration à votre espace.","[""Bleu"",""Doré""]","[{""x_min"":0.75,""y_min"":0.09,""x_max"":0.89,""y_max"":0.17,""confidence"":0.98}]","[{""x_min"":0.02,""y_min"":0.02,""x_max"":0.12,""y_max"":0.08,""confidence"":0.85}]",[],,,,790.0,0.0,0.99
PHOTO-2026-06-08-16-25-53 3.json,1,1,Vase décoratif en verre coloré avec ornements dorés,Décoration,Objets décoratifs,Vases,"Vase décoratif en verre rouge profond orné de détails en doré, conçu pour ajouter une touche élégante et sophistiquée à votre décoration intérieure. Sa forme conique et ses finitions dorées en font un pièce remarquable, idéale pour être placée sur une table basse, une étagère ou dans une vitrine. Parfait pour accueillir des fleurs ou comme objet de décoration seul, ce vase apportera une ambiance chaleureuse et luxueuse à votre salon ou votre entrée.","[""Rouge"",""Orange"",""Beige""]","[{""x_min"":0.85,""y_min"":0.05,""x_max"":0.95,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.02,""y_min"":0.83,""x_max"":0.12,""y_max"":0.9,""confidence"":0.9}]",[],,Vase décoratif en verre rouge avec ornements dorés,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-53 4.json,1,,Vase décoratif en porcelaine avec motifs floraux dorés,Décoration,Vases,Vases décoratifs,"Vase décoratif en porcelaine blanche orné de motifs floraux en doré, doté d'une forme élancée et d'une finition raffinée. Idéal pour embellir un salon, une entrée ou une table à manger, ce vase apporte une touche d'élégance et de luxe à votre intérieur marocain. Sa surface lisse et brillante met en valeur ses motifs sophistiqués, faisant de lui une pièce maîtresse dans votre décoration intérieure. Facile à associer avec d'autres éléments décoratifs dorés ou en harmonie avec un style traditionnel ou contemporain, ce vase met en valeur votre ambiance chaleureuse et élégante.","[""Blanc"",""Doré""]","[{""x_min"":0.835,""y_min"":0.018,""x_max"":1.0,""y_max"":0.095,""confidence"":0.9}]",[],[],,,,,,
PHOTO-2026-06-08-16-25-53 5.json,1,1,Vase décoratif en verre avec motifs dorés,Décoration,Vases,,"Vase décoratif en verre transparent orné de motifs dorés sophistiqués, idéale pour embellir un intérieur marocain contemporain. Son design élégant et sa finition brillante en font un objet de décoration parfait pour agrémenter une table ou une étagère dans un salon ou une entrée. Apportez une touche de luxe et de style oriental à votre espace avec ce vase qui sublime la décoration de votre maison.","[""Transparent"",""Doré""]","[{""x_min"":0.65,""y_min"":0.15,""x_max"":0.85,""y_max"":0.25,""confidence"":0.95}]",[],[],,,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-53 6.json,1,1,Vase en verre décoratif,Décoration,,Objets décoratifs,"Vase en verre vert brillant avec motifs décoratifs en doré, conçu pour mettre en valeur les fleurs ou comme pièce maîtresse dans un espace intérieur. Son design élégant et ses détails dorés en font un élément décoratif sophistiqué, idéal pour sublimer un salon, une entrée ou une salle à manger au Maroc.","[""Vert"",""Orange""]",[],[],[],,Vase décoratif en verre vert avec détails dorés,,790.0,0.0,1.0
PHOTO-2026-06-08-16-25-53 7.json,1,1,Vase décoratif en verre coloré,Décoration,Objets décoratifs,Vases,"Vase décoratif en verre coloré de finition brillante, avec un design élégant en forme de goutte d'eau. Son coloris bleu vif est accentué par des motifs floraux en doré, apportant une touche sophistiquée et raffinée à votre intérieur. Idéal pour mettre en valeur des fleurs ou comme pièce de décoration seule, ce vase s'intègre parfaitement dans un salon, une salle à manger ou une entrée contemporain au Maroc. Son style élégant et sa finition soignée en font un accessoire décoratif qui illumine et personnalise un espace de vie avec une ambiance moderne et élégante.","[""Bleu"",""Orange"",""Noir""]","[{""x_min"":0.75,""y_min"":0.07,""x_max"":0.89,""y_max"":0.15,""confidence"":0.95}]",[],[],,,,,0.0,0.0
PHOTO-2026-06-08-16-25-53.json,1,,Vase en verre décoratif,Décoration,Vases,,"Vase décoratif en verre transparent avec finition verte et motifs orle ornés de motifs noirs et dorés. Son design élégant et sa couleur vive en font une pièce remarquable pour décorer un salon, une salle à manger ou une entrée. Facile à intégrer dans une décoration moderne ou classique, ce vase peut accueillir des fleurs ou être utilisé comme objet de décoration seul. Sa forme conique rehaussée d'une finition brillante apporte une touche sophistiquée et colorée à tout intérieur marocain.","[""Vert"",""Orange""]",[],[],[],,,,,,
PHOTO-2026-06-08-16-25-54 2.json,1,1,Vase décoratif en verre coloré,Décoration,Objets décoratifs,Vases,"Vase décoratif en verre de couleur bleu transparent orné de motifs dorés évoquant des éléments botaniques stylisés. Sa forme élégante et sa finition brillante en font un objet de décoration idéal pour agrémenter un intérieur moderne ou traditionnel. Parfait pour mettre en valeur des fleurs ou simplement comme pièce centrale sur une étagère ou une table, ce vase apporte une touche sophistiquée et colorée à votre espace de vie ou de réception.","[""Bleu"",""Doré""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.85,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.0,""y_min"":0.0,""x_max"":0.2,""y_max"":0.2,""confidence"":0.8}]",[],,,,790.0,0.0,0.99
PHOTO-2026-06-08-16-25-54 3.json,1,1,Vase décoratif en verre teinté,Décoration,Objets décoratifs,Vases,"Vase décoratif en verre teinté vert avec motifs or en relief, conçu pour embellir les espaces intérieurs tels que le salon, la salle à manger ou l'entrée. Son design élégant et ses détails dorés apportent une touche sophistiquée et contemporaine à votre décoration. Idéal pour y déposer des fleurs ou en tant qu'objet de décoration autonome, il s'intègre harmonieusement dans un intérieur marocain moderne ou classique.","[""Vert"",""Orange""]","[{""x_min"":0.75,""y_min"":0.02,""x_max"":0.89,""y_max"":0.13,""confidence"":0.95}]",[],[],,Vase décoratif en verre teinté vert avec motifs or,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-54 4.json,1,1,Vase décoratif en verre coloré avec motifs dorés,Décoration,Objets décoratifs,Vases,"Vase décoratif en verre d'un coloris violet profond, ornée de motifs floraux et de laillages dorés, apportant une touche élégante et raffinée à votre intérieur. Parfait pour embellir une console, une étagère ou comme pièce centrale lors d'une décoration de salon ou chambre. Sa finition luxueuse diffuse une ambiance chaleureuse et sophistiquée dans tout espace résidentiel ou hôtelier marocain.","[""Violet"",""Orange""]","[{""x_min"":0.75,""y_min"":0.02,""x_max"":0.88,""y_max"":0.12,""confidence"":1.0}]","[{""x_min"":0.0,""y_min"":0.84,""x_max"":0.22,""y_max"":0.92,""confidence"":1.0}]",[],,,,790.0,0.0,1.0
PHOTO-2026-06-08-16-25-54 5.json,1,1,Vase décoratif en verre bleu avec motifs dorés,Décoration,,,"Vase décoratif en verre aux teintes bleues profondes, orné de motifs dorés élaborés représentant des éléments floraux et de la nature. Son design élégant et sophistiqué en fait un objet idéal pour orner un salon, une entrée ou une chambre, apportant une touche de luxe et de style oriental à votre intérieur. Parfait pour mettre en valeur des fleurs ou comme pièce centrale dans un espace de décoration contemporaine ou classique.","[""Bleu"",""Doré""]","[{""x_min"":0.8,""y_min"":0.07,""x_max"":0.87,""y_max"":0.15,""confidence"":0.95},{""x_min"":0.78,""y_min"":0.02,""x_max"":0.87,""y_max"":0.07,""confidence"":0.92}]","[{""x_min"":0.01,""y_min"":0.75,""x_max"":0.1,""y_max"":0.82,""confidence"":0.88}]",[],,Vase décoratif en verre bleu avec motifs dorés,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-54 6.json,1,1,Vase décoratif en verre coloré,Décoration,Objets décoratifs,,"Vase décoratif en verre coloré rouge avec motifs dorés floraux et feuilles, doté d'une forme conique ovale avec une base large et un sommet pointu. Parfait pour une décoration élégante dans un salon, une salle à manger ou un espace de réception au Maroc. Son design raffiné et ses couleurs vives apportent une touche d'originalité et de sophistication à votre intérieur.","[""Rouge"",""Orange"",""Doré""]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.2,""y_max"":0.08,""confidence"":0.95}]","[{""x_min"":0.6,""y_min"":0.85,""x_max"":0.9,""y_max"":0.96,""confidence"":0.88}]",[],,,,790.0,0.0,0.95
PHOTO-2026-06-08-16-25-54 7.json,1,1,Vases,Décoration,Objets décoratifs,Vases,"Ce lot de deux vases en céramique de couleur vert pastel présente un design floral ornemental avec des fleurs blanches en relief agrémentées de détails dorés. Leur esthétique raffinée et leur motif floral apportent une touche élégante et nature à la décoration intérieure, idéal pour embellir un salon, une entrée ou une chambre. Ces vases sont parfaits pour accueillir des fleurs fraîches ou sécher, et leur style traditionnel se marie bien avec une décoration classique ou bohème.","[""Vert"",""Blanc"",""Doré""]","[{""x_min"":0.05,""y_min"":0.05,""x_max"":0.2,""y_max"":0.15,""confidence"":0.98},{""x_min"":0.75,""y_min"":0.05,""x_max"":0.9,""y_max"":0.15,""confidence"":0.97}]",[],[],,,,650.0,0.0,0.99
PHOTO-2026-06-08-16-25-54.json,1,1,Vase décoratif en verre avec motif doré,Décoration,Vases,Vases décoratifs,"Ce vase décoratif en verre transparente est ornés de motifs dorés élaborés qui mettent en valeur sa surface brillante. Sa forme élégante et son design sophistiqué en font un objet idéal pour accentuer la décoration intérieure, que ce soit sur une table, une étagère ou une console. Adapté à un intérieur marocain moderne ou traditionnel, il peut accueillir des fleurs fraîches ou sèches ou être utilisé comme pièce maîtresse pour embellir votre espace de vie ou de réception.","[""Transparent"",""Doré""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.95,""y_max"":0.15,""confidence"":0.95}]","[{""x_min"":0.005,""y_min"":0.86,""x_max"":0.245,""y_max"":0.98,""confidence"":0.95}]",[],,Vase décoratif en verre avec motif doré,,790.0,0.1,0.95
PHOTO-2026-06-08-16-25-55 2.json,1,,Vases décoratifs,Décoration,,,"Deux vases décoratifs en céramique au design élégant avec finition en vert pâle. Ces vases sont ornés de motifs floraux en relief, avec des détails dorés sur les branches et les feuilles, ajoutant une touche raffinée et sophistiquée. Leur style moderne et leur finesse permettent de les intégrer dans un intérieur marocain pour embellir une table, une étagère ou une console. Idéaux pour mettre en valeur des fleurs ou simplement comme objets décoratifs, ces vases apportent une ambiance chaleureuse et élégante à votre espace de vie ou de réception.","[""Vert"",""Orange""]",[],[],[],,,,,,
PHOTO-2026-06-08-16-25-55.json,1,1,Vase décoratif en céramique,Décoration,Vases,,"Vase en céramique d'une finition lisse et unie avec un effet marbre vert pastel. Sa forme élégante et ses détails floraux en or apportent une touche raffinée et moderne à la décoration intérieure. Idéal pour embellir un salon, une salle à manger ou une entrée, seul ou en arrangement floral, il ajoute une note de fraîcheur et de sophistication à votre espace de vie.","[""Vert"",""Orange""]","[{""x_min"":0.01,""y_min"":0.02,""x_max"":0.27,""y_max"":0.12,""confidence"":0.85},{""x_min"":0.7,""y_min"":0.25,""x_max"":0.98,""y_max"":0.36,""confidence"":0.8}]",[],[],,,,750.0,0.0,0.95
PHOTO-2026-06-08-16-32-50 2.json,1,1,Contenants de rangement décoratifs,Décoration,Objets décoratifs,Contenants et boîtes,"Ensemble de trois boîtes de rangement cylindriques, en finition laquée bleu foncé avec couvercles en verre teinté bleu et ornementation de petits décor de cerf en métal doré sur le dessus. Idéal pour décorer un espace intérieur tout en offrant une solution pratique de rangement pour des petits objets ou accessoires de décoration. Parfait pour embellir un salon, une chambre ou un bureau avec une touche élégante et raffinée.","[""Bleu marine"",""Orange""]","[{""x_min"":0.75,""y_min"":0.05,""x_max"":0.9,""y_max"":0.15,""confidence"":0.98}]",[],"[""La référence semble inclure un format non standard avec des segments séparés par des tirets."",""Aucune référence précise indiquée dans la description, uniquement extraite du label de l'image.""]",2574/3-1-2-3,,,185.0,1.0,1.0
PHOTO-2026-06-08-16-32-50.json,1,1,Contenant décoratif en céramique,Décoration,,,"Jolie collection de petits contenants en céramique bleu pastel, ornés de petites couronnes dorées sur le dessus, parfaits comme objets décoratifs ou pour le rangement de petits accessoires dans un intérieur marocain moderne.","[""Bleu"",""Orange""]",[],[],[],3724,Contenant décoratif en céramique avec couronne dorée,,260.0,0.95,0.9
PHOTO-2026-06-08-16-32-50.json,1,2,Contenant décoratif en céramique,Décoration,,,"Jolie collection de petits contenants en céramique bleu pastel, ornés de petites couronnes dorées sur le dessus, parfaits comme objets décoratifs ou pour le rangement de petits accessoires dans un intérieur marocain moderne.","[""Bleu"",""Orange""]",[],[],[],3725,Contenant décoratif en céramique avec couronne dorée,,260.0,0.94,0.9
